case,member,status,ntime,nplev,old_mean,new_mean,bias_new_minus_old,rmse,max_abs_diff,corr,message
0013-02,BWCN.e122.f19_g16.002.0013-02.001.small-pertlim.cam.h3,ok,151,23,-0.007400612297817968,-0.008300403863880429,0.00012053792013161406,0.00287483430848487,0.042251744550015374,0.9779994702183478,
0013-02,BWCN.e122.f19_g16.002.0013-02.002.small-pertlim.cam.h3,ok,151,23,-0.007488988976835287,-0.008464383738561409,8.968143395865487e-05,0.002715199138641502,0.04091379180921682,0.9820505896988191,
0013-02,BWCN.e122.f19_g16.002.0013-02.003.small-pertlim.cam.h3,ok,151,23,-0.0073021190989153335,-0.008153293828877193,0.00017217161965257024,0.003065678038741503,0.04217084444402203,0.9776052187167218,
0013-02,BWCN.e122.f19_g16.002.0013-02.004.small-pertlim.cam.h3,ok,151,23,-0.0076176750460363075,-0.008396477760559505,0.00022455303968924,0.0032491594115764476,0.050132116930962714,0.9766685236748404,
0013-02,BWCN.e122.f19_g16.002.0013-02.005.small-pertlim.cam.h3,ok,151,23,-0.007405520838776292,-0.008329093195298913,0.0001730937002863011,0.0032702835008973884,0.04146886912937796,0.9758659149864493,
0013-02,BWCN.e122.f19_g16.002.0013-02.006.small-pertlim.cam.h3,ok,151,23,-0.007363177450301949,-0.008301730233768009,0.00012536986673958867,0.0028103690792868462,0.0406470509778811,0.9804239873175873,
0013-02,BWCN.e122.f19_g16.002.0013-02.007.small-pertlim.cam.h3,ok,151,23,-0.00731731105423219,-0.008347393971088076,2.411251084169437e-05,0.002722417424753937,0.040838823300531096,0.9814570788152407,
0013-02,BWCN.e122.f19_g16.002.0013-02.008.small-pertlim.cam.h3,ok,151,23,-0.007469013967739368,-0.008387333684106983,0.0001774226175656313,0.0033979367176907665,0.04742863306603022,0.9725020240753145,
0013-02,BWCN.e122.f19_g16.002.0013-02.009.small-pertlim.cam.h3,ok,151,23,-0.007629954827887783,-0.008453805881604623,9.766955251544062e-05,0.0031042734202274443,0.04606083744433054,0.9768737957630784,
0013-02,BWCN.e122.f19_g16.002.0013-02.010.small-pertlim.cam.h3,ok,151,23,-0.007795206011761424,-0.008718598525518824,0.0001419077319012316,0.003181045434330367,0.041143880910606556,0.9775658341094968,
0013-02,BWCN.e122.f19_g16.002.0013-02.011.small-pertlim.cam.h3,ok,151,23,-0.007743350996931604,-0.00865538244428341,0.00017801605922796314,0.0032351637754968474,0.0437904377973969,0.9772914483993128,
0013-02,BWCN.e122.f19_g16.002.0013-02.012.small-pertlim.cam.h3,ok,151,23,-0.007673480760070958,-0.00862744449800372,0.00014551399204604308,0.0029414541065389227,0.04172834924548059,0.980791950975558,
0013-02,BWCN.e122.f19_g16.002.0013-02.013.small-pertlim.cam.h3,ok,151,23,-0.007780825391872065,-0.00869240607638028,0.00018080459267505295,0.003181786251562358,0.05494461595083319,0.9772438314289742,
0013-02,BWCN.e122.f19_g16.002.0013-02.014.small-pertlim.cam.h3,ok,151,23,-0.00732697448336318,-0.00828276163534308,0.00010382263034097996,0.0028556690794773703,0.044361971570620634,0.9792149119739272,
0013-02,BWCN.e122.f19_g16.002.0013-02.015.small-pertlim.cam.h3,ok,151,23,-0.007559111138630383,-0.008414745923997416,0.0001972497372317875,0.0029730409790671075,0.04169940977085505,0.9792229527090269,
0013-02,BWCN.e122.f19_g16.002.0013-02.016.small-pertlim.cam.h3,ok,151,23,-0.007710745219259564,-0.008757550036957112,0.00013049630661823318,0.0029491781500600536,0.04469186292922593,0.979092707604455,
0013-02,BWCN.e122.f19_g16.002.0013-02.017.small-pertlim.cam.h3,ok,151,23,-0.007627411521568675,-0.008446512095342161,0.0001566550941825495,0.003005580872901901,0.04614213590659219,0.9778023871196382,
0013-02,BWCN.e122.f19_g16.002.0013-02.018.small-pertlim.cam.h3,ok,151,23,-0.007689806150676714,-0.008763723135279403,0.00020440715486354385,0.003392584033800938,0.05251026130506463,0.9753984097704124,
0013-02,BWCN.e122.f19_g16.002.0013-02.019.small-pertlim.cam.h3,ok,151,23,-0.007526798753397587,-0.008460710552003967,0.00015425018733135776,0.0032154856341588462,0.04296740174824859,0.9758770834323567,
0013-02,BWCN.e122.f19_g16.002.0013-02.020.small-pertlim.cam.h3,ok,151,23,-0.0076656439089695175,-0.008645697514735554,0.0001586149884625259,0.003113489988548964,0.04454102788202417,0.9778874708267288,
0013-02,BWCN.e122.f19_g16.002.0013-02.021.small-pertlim.cam.h3,ok,151,23,-0.007855152036866018,-0.008839799616638366,0.00018188833411015263,0.0031475005658033865,0.04127188728148476,0.977893021952444,
0013-02,BWCN.e122.f19_g16.002.0013-02.022.small-pertlim.cam.h3,ok,151,23,-0.007660456003814898,-0.008536866832652961,0.00015641228181747046,0.0029203927489994033,0.04022350638288241,0.9797683049621121,
0013-02,BWCN.e122.f19_g16.002.0013-02.023.small-pertlim.cam.h3,ok,151,23,-0.007962303242269987,-0.008844616890754447,0.00010779939954595551,0.0030603103921615525,0.04137322197020532,0.9792794791080751,
0013-02,BWCN.e122.f19_g16.002.0013-02.024.small-pertlim.cam.h3,ok,151,23,-0.007791208480476827,-0.00878594362722583,0.0001445328163419433,0.003468483708528143,0.05443163039631446,0.9744638375192838,
0013-02,BWCN.e122.f19_g16.002.0013-02.025.small-pertlim.cam.h3,ok,151,23,-0.007611278262990114,-0.008482421034072355,0.0001142450348908198,0.0028766800777156837,0.047856661025952554,0.9804969145710736,
0013-02,BWCN.e122.f19_g16.002.0013-02.026.small-pertlim.cam.h3,ok,151,23,-0.007484550654695656,-0.00840802134874484,0.0001293897687383862,0.0028207617775127133,0.04447309671711936,0.9804035441316193,
0013-02,BWCN.e122.f19_g16.002.0013-02.027.small-pertlim.cam.h3,ok,151,23,-0.00761353872164184,-0.008406081562953985,0.00022179462682830043,0.003065446945365689,0.042340139796969004,0.9788621129840428,
0013-02,BWCN.e122.f19_g16.002.0013-02.028.small-pertlim.cam.h3,ok,151,23,-0.007262723030817038,-0.008387692477289058,6.252136485484593e-07,0.0022379461269499894,0.038904216837121544,0.9847207132128646,
0013-02,BWCN.e122.f19_g16.002.0013-02.029.small-pertlim.cam.h3,ok,151,23,-0.007572439511068264,-0.008421592991112056,0.00016337145813961443,0.003066864143584934,0.05380196177224008,0.977644407893125,
0013-02,BWCN.e122.f19_g16.002.0013-02.030.small-pertlim.cam.h3,ok,151,23,-0.007421518134656288,-0.008402079225998903,8.48403256953129e-05,0.0027835475978029703,0.04045488539470765,0.9795813413562359,
