dataset,cutoff_doy,cutoff_label,lead_days_to_Mar1,predictor_set,model_family,features,reg_rmse,reg_mse_skill_vs_climatology,reg_correlation,reg_correlation_pvalue,min_o3_rmse_DU,min_o3_mse_skill_vs_climatology,min_o3_correlation,min_o3_correlation_pvalue,cls_roc_auc,cls_brier_score,cls_brier_skill_vs_climatology,top25_hit_rate,top25_false_alarm_rate,top25_precision,top25_tp,top25_fp,top25_tn,top25_fn,n_samples,n_events,usable_predictability
B2000WCN001002,10,01-10,50,WAVE_FORCING,linear_l2,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.620170588738598,0.32317405538642874,0.5688608160435837,5.673140005346528e-19,6.274107958898862,0.20840050629935658,0.45670626644159246,5.869469085305742e-12,0.7247262541380188,0.16484376386304805,0.11795783341678201,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,10,01-10,50,WAVE_FORCING,random_forest,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.9609534859472,0.25169938771433864,0.5040738536133343,1.3085674648425806e-14,6.5589818859084215,0.13488389670519885,0.3800748831664633,1.8992551253737404e-08,0.7109752992105934,0.19433745827795806,-0.03985633869763028,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,10,01-10,50,WAVE_FORCING,gradient_boosting,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",7.080316374634222,0.22581640371775769,0.47824169861297516,4.1061906454864964e-13,6.476079130114879,0.1566150896983357,0.4022637396749831,2.2476356702911778e-09,0.6826457855869621,0.1736611944553146,0.07077773147636923,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,10,01-10,50,DYN_COUPLED,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.61842929471482,0.323530057685809,0.5715627422432281,3.552666192799078e-19,6.357790106754195,0.1871434577655131,0.43849111243811345,4.835993325295694e-11,0.7308377896613192,0.16379331081365742,0.12357857309091513,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,10,01-10,50,DYN_COUPLED,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.726873752848,0.3011802165548755,0.5495783961940113,1.4186888137258136e-17,6.462530556102605,0.16014028135071756,0.40994686360071275,1.0340292992429076e-09,0.7000254647313471,0.19704453991302762,-0.05434132796600277,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,10,01-10,50,DYN_COUPLED,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.756784692929493,0.2949518173183612,0.5440205451452576,3.4543933487108926e-17,6.414093036541761,0.17268281945083241,0.42368249127868657,2.4548507938327843e-10,0.6907308377896613,0.1726515874302228,0.07617991319644601,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,10,01-10,50,DYN_PLUS_PASSIVE_TRACER,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.231048789295219,0.40040094365217027,0.6343357289457612,1.7752602958997375e-24,5.988316330483003,0.27887425525543286,0.5303406075506052,2.882798275774887e-16,0.7436974789915967,0.1625031382980685,0.13048199809315908,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,10,01-10,50,DYN_PLUS_PASSIVE_TRACER,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.571050149085377,0.3331806399562691,0.5783741402063263,1.0709171739588293e-19,6.187148442195969,0.23019167297593257,0.48230957005313513,2.432314100287896e-13,0.722052457346575,0.18717229060143475,-0.0015171266265974204,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,10,01-10,50,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.669560014934601,0.3130375374057285,0.5621646768174414,1.776805650735156e-18,6.3182985474562186,0.19721024947694643,0.455049978608863,7.147275892228384e-12,0.7181054239877769,0.17359459845774197,0.07113407178678299,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,11,01-11,49,VORTEX_STATE,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.811138466803002,0.2835629189961,0.5325075540351069,2.0731034641294267e-16,6.283097164838534,0.20613055859609108,0.4540185381408103,8.075674239891153e-12,0.7256175197351667,0.16499073139021006,0.11717144300056304,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,11,01-11,49,VORTEX_STATE,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",7.009952825412347,0.24112747806351398,0.49979241964935495,2.3639316841101525e-14,6.610287205090522,0.1212968334069019,0.3754955519708597,2.8936405505232116e-08,0.6885663356251592,0.20538565594988228,-0.09897277709368502,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,11,01-11,49,VORTEX_STATE,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.952670498762171,0.25347916593884356,0.5102255906844047,5.51337532886909e-15,6.580500408643323,0.12919808804802302,0.3790826202147424,2.081833168708871e-08,0.6654570919276801,0.185085859097834,0.009646902395406887,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,11,01-11,49,WAVE_FORCING,linear_l2,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.567352750559122,0.3339308406761765,0.5782507241182185,1.0947131004888147e-19,6.253315408446949,0.21363857333056802,0.462475728174948,2.9309263202582948e-12,0.7271454036159919,0.16407396598783414,0.122076849931407,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,11,01-11,49,WAVE_FORCING,random_forest,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.916948738037491,0.26113048007094797,0.5130314775270811,3.69555162314978e-15,6.5409450054225164,0.13963540872908586,0.3852641807830003,1.1693188905388979e-08,0.7112299465240641,0.19105778763847076,-0.022307553540454883,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,11,01-11,49,WAVE_FORCING,gradient_boosting,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.997620787627955,0.24379517442983478,0.49559262109179636,4.189065364215741e-14,6.537514549992332,0.14053762344785148,0.3859040890903861,1.1007842688371625e-08,0.692768016297428,0.17053664503283186,0.08749649764390643,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,11,01-11,49,DYN_COUPLED,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.542076727756161,0.33904802625378594,0.5844596061584976,3.581737030825333e-20,6.317390088787785,0.1974410865835038,0.4487966498264906,1.48930436878791e-11,0.7342755283931754,0.16299032351416307,0.12787517880281352,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,11,01-11,49,DYN_COUPLED,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.777033664727502,0.29071965850944825,0.5400265567177149,6.482270525701274e-17,6.488325123706423,0.1534224631143689,0.4029130301045333,2.106494792948545e-09,0.7099567099567099,0.1930674555564231,-0.033060837758935646,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,11,01-11,49,DYN_COUPLED,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.7775417691023145,0.2906132987148027,0.5412062442141793,5.387215466322847e-17,6.3562370919064195,0.18754052154952894,0.43852496031811117,4.8176323142215036e-11,0.6873567608861727,0.17485129156336493,0.06440978763045446,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,11,01-11,49,DYN_PLUS_PASSIVE_TRACER,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.164495885928063,0.41314099734450005,0.6440943243966063,2.0550655503685683e-25,5.940750218975651,0.2902847807093172,0.5404435601318034,6.072338096900818e-17,0.7491723962312197,0.16172311233104358,0.13465574284286908,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,11,01-11,49,DYN_PLUS_PASSIVE_TRACER,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.547650445875777,0.3379213108465423,0.582109123064413,5.482690924687402e-20,6.186490858645041,0.23035529807632393,0.48274293237429466,2.29939905039843e-13,0.7254901960784315,0.1871545543603773,-0.001422223961657254,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,11,01-11,49,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.493503427015783,0.348826399666757,0.5912241255387453,1.0316529155568783e-20,6.166241006410385,0.23538551143252684,0.49020184903403663,8.632230351191016e-14,0.7067736185383243,0.17656013484194535,0.055266148875381504,0.37254901960784315,0.2077922077922078,0.37254901960784315,19,32,122,32,205,51,False
B2000WCN001002,12,01-12,48,VORTEX_STATE,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.780628942730787,0.2899668995440574,0.5384897241010782,8.240409263839583e-17,6.259874972151073,0.2119879630742656,0.46042232683380907,3.758315853282999e-12,0.7291825821237586,0.16424599882337157,0.12115634064779857,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,12,01-12,48,VORTEX_STATE,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.947172106751001,0.25465944368728244,0.5124166553148356,4.035386917880125e-15,6.571722288433588,0.13151976724939263,0.3858285497310311,1.1086682412307306e-08,0.695187165775401,0.20098960187554638,-0.07545047349374023,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,12,01-12,48,VORTEX_STATE,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.782201841732008,0.28963744931254176,0.5406606213350975,5.869112617999655e-17,6.507376932029265,0.14844351635248165,0.39955282326535957,2.942186283281365e-09,0.6846829640947287,0.1805888591689452,0.033709344719261236,0.35294117647058826,0.21428571428571427,0.35294117647058826,18,33,121,33,205,51,False
B2000WCN001002,12,01-12,48,WAVE_FORCING,linear_l2,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.561119391367148,0.33519463085915335,0.5794893320707291,8.776657705612876e-20,6.2423657270244215,0.2163900317313736,0.46554511105315266,2.0148243428187966e-12,0.7262541380188439,0.16355590012393592,0.12484890467170784,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,12,01-12,48,WAVE_FORCING,random_forest,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.939296831798617,0.25634831356400567,0.5094355975970406,6.166607050891461e-15,6.524473987264844,0.14396299087737074,0.3924975322969365,5.863194663140174e-09,0.7338935574229691,0.18562233517869828,0.006776338695595241,0.5294117647058824,0.15584415584415584,0.5294117647058824,27,24,130,24,205,51,False
B2000WCN001002,12,01-12,48,WAVE_FORCING,gradient_boosting,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",7.034816480863188,0.23573462948779156,0.48766513830515135,1.2077813224616663e-13,6.5287780320368425,0.14283320267226507,0.3904345574011249,7.151173362797438e-09,0.7180417621594093,0.16884974370967842,0.09652272989569188,0.47058823529411764,0.17532467532467533,0.47058823529411764,24,27,127,27,205,51,False
B2000WCN001002,12,01-12,48,DYN_COUPLED,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.504945816682119,0.3465294741458985,0.5906556279538364,1.1467023824511334e-20,6.296695040234311,0.2026906566940997,0.4541654793215147,7.93658568550254e-12,0.7401324166030049,0.16227506060282926,0.13170239090477476,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,12,01-12,48,DYN_COUPLED,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.748693326294552,0.29663942105300867,0.5458697476232598,2.5737989280312137e-17,6.4491191963751735,0.16362250035443215,0.4143883508308498,6.541421929922668e-10,0.7195059842118666,0.18960286267168486,-0.014522574965311508,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,12,01-12,48,DYN_COUPLED,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.661062336696273,0.3147869383033316,0.5615925493442923,1.9565263435506995e-18,6.443687592496131,0.16503074172049126,0.4130362698142137,7.525195078372172e-10,0.7126305067481538,0.1704088913019123,0.08818007932736638,0.37254901960784315,0.2077922077922078,0.37254901960784315,19,32,122,32,205,51,False
B2000WCN001002,12,01-12,48,DYN_PLUS_PASSIVE_TRACER,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.124724976462493,0.4206889385555197,0.6497426698042401,5.689992370408254e-26,5.930888755432534,0.29263903617566034,0.5427837480505842,4.201538383596893e-17,0.7494270435446906,0.1611602282974161,0.1376676096003423,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,12,01-12,48,DYN_PLUS_PASSIVE_TRACER,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.437183267016227,0.3600730736488871,0.600927929017836,1.6428949175411207e-21,6.1730398023196456,0.2336984791810499,0.4870815978842076,1.3042864582374367e-13,0.74471606824548,0.18013450514228846,0.036140491646973194,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,12,01-12,48,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.512705231538849,0.34496956165836834,0.5881460362153637,1.8242010266731224e-20,6.307537314504171,0.19994252005166913,0.4574444077895896,5.374371895969807e-12,0.7314744079449962,0.17549065965941862,0.06098867173579481,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,13,01-13,47,VORTEX_STATE,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.745897918568392,0.2972219849039387,0.5451863247616364,2.870100990995619e-17,6.232428406262413,0.2188829281222746,0.46788337472344776,1.5105911988063796e-12,0.7359307359307359,0.16346269397602836,0.12534762995383353,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,13,01-13,47,VORTEX_STATE,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.935276574181986,0.2572097280274823,0.5169837810200891,2.090412839509348e-15,6.508682621602087,0.14810175653747526,0.40508402014904865,1.6941210267751212e-09,0.7193786605551311,0.19334258393741474,-0.03453298828238527,0.47058823529411764,0.17532467532467533,0.47058823529411764,24,27,127,27,205,51,False
B2000WCN001002,13,01-13,47,VORTEX_STATE,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.828040438518264,0.2800028023007832,0.5340222216769452,1.6440703516763204e-16,6.444100210632623,0.16492380466461354,0.41981939908290267,3.702738929798385e-10,0.7153043035395976,0.17277485909555212,0.07552031404499904,0.47058823529411764,0.17532467532467533,0.47058823529411764,24,27,127,27,205,51,False
B2000WCN001002,13,01-13,47,WAVE_FORCING,linear_l2,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.575555686278028,0.33226589745461643,0.577252304544998,1.3072710598824785e-19,6.256106796211917,0.21293637635552098,0.46213711807206115,3.0539508020578323e-12,0.7231983702571938,0.16484951745478646,0.11792704723231462,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,13,01-13,47,WAVE_FORCING,random_forest,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.969623291712035,0.249834223376584,0.5040589764595911,1.311278104634511e-14,6.542431069015434,0.1392444249385607,0.3891839746401147,8.060646002301357e-09,0.7179781003310415,0.19089945766400512,-0.02146036520624084,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,13,01-13,47,WAVE_FORCING,gradient_boosting,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",7.0705007977935335,0.2279614466273705,0.4836237620505814,2.0507056619691063e-13,6.615466370477309,0.11991936470681308,0.3694893670866449,4.977781157815799e-08,0.6958237840590782,0.1769142143339189,0.05337154858887927,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,13,01-13,47,DYN_COUPLED,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.501083543331633,0.3473052323454122,0.591602180935858,9.614977562945165e-21,6.299055253923464,0.20209282780150795,0.453818244854227,8.269087287436483e-12,0.7391138273491215,0.16204291036807075,0.1329445749658552,0.4117647058823529,0.19480519480519481,0.4117647058823529,21,30,124,30,205,51,False
B2000WCN001002,13,01-13,47,DYN_COUPLED,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.7648054245441065,0.2932769500763732,0.5431373790581975,3.9731042476550756e-17,6.450485444794089,0.16326808901782341,0.4147086439970965,6.32730543890372e-10,0.7251082251082251,0.18896018391523542,-0.011083744466229728,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,13,01-13,47,DYN_COUPLED,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.827669560431988,0.2800810162284997,0.5318060447220124,2.3072219659199756e-16,6.574982809310521,0.13065777087437724,0.381562876627469,1.6540767616641224e-08,0.7223071046600459,0.17120872319377825,0.08390035749700397,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,13,01-13,47,DYN_PLUS_PASSIVE_TRACER,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.098707705133992,0.4256002058175833,0.6535199925838078,2.3740809054304234e-26,5.935426470035248,0.2915562203566828,0.5420722650371983,4.700764669199018e-17,0.7521008403361343,0.1610010116529153,0.13851954230789842,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,13,01-13,47,DYN_PLUS_PASSIVE_TRACER,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.3660718910619325,0.3741334880172895,0.6123277633376443,1.7494042380536415e-22,6.113501823724802,0.24840890603954513,0.5026300730108368,1.5988518483357425e-14,0.7498090145148968,0.1792649555829827,0.040793257146059636,0.45098039215686275,0.18181818181818182,0.45098039215686275,23,28,126,28,205,51,False
B2000WCN001002,13,01-13,47,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean,EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend,O3_short_mean,O3_short_trend",6.44041057836003,0.3594312522022821,0.5997300816833978,2.0681091573104494e-21,6.137874261688798,0.24240428811315007,0.49614746802410026,3.885832406612622e-14,0.7354214413037943,0.17700476502526033,0.05288703206180734,0.37254901960784315,0.2077922077922078,0.37254901960784315,19,32,122,32,205,51,False
B2000WCN001002,14,01-14,46,VORTEX_STATE,linear_l2,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.718838567096684,0.3028486864425406,0.5503169766549068,1.2588848710354699e-17,6.210297877175919,0.22442036613393201,0.4737542986804657,7.258573704964288e-13,0.7396231219760631,0.16264631639477964,0.1297158840730056,0.43137254901960786,0.18831168831168832,0.43137254901960786,22,29,125,29,205,51,False
B2000WCN001002,14,01-14,46,VORTEX_STATE,random_forest,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.726181349206384,0.3013240695476034,0.5507767560274923,1.168454815600517e-17,6.318738788773737,0.19709837330411117,0.44953399442974973,1.3668607636948504e-11,0.7419149477973007,0.1830769921873512,0.02039590060180363,0.47058823529411764,0.17532467532467533,0.47058823529411764,24,27,127,27,205,51,False
B2000WCN001002,14,01-14,46,VORTEX_STATE,gradient_boosting,"NAM10_short_mean,NAM50_short_mean,NAM50_short_trend,NAM10_minus_NAM50_short_mean",6.587616011998151,0.3298142488630036,0.5744834628912292,2.131650738866418e-19,6.377036628473141,0.18221459384880012,0.43582259532198653,6.518653590509285e-11,0.7483447924624396,0.1588820284482853,0.149857748212479,0.47058823529411764,0.17532467532467533,0.47058823529411764,24,27,127,27,205,51,False
B2000WCN001002,14,01-14,46,WAVE_FORCING,linear_l2,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.604512387683393,0.32637196196309604,0.5724327651604295,3.052836937437597e-19,6.260547083350075,0.21181873919995153,0.46095883067126153,3.522475764519899e-12,0.721161191749427,0.16534724162243752,0.11526383636580895,0.39215686274509803,0.2012987012987013,0.39215686274509803,20,31,123,31,205,51,False
B2000WCN001002,14,01-14,46,WAVE_FORCING,random_forest,"EP2_100hPa_long_mean,EP2_50hPa_long_mean,DIV2_100hPa_long_mean,EP2_100hPa_short_mean,EP2_100hPa_long_trend",6.901960826167337,0.26432903300550137,0.5177780381553037,1.8625885973225643e-15,6.416542286663353,0.17205086928402014,0.4226550249790164,2.739814345389555e-10,0.7282913165266106,0.18917758168267795,-0.012246991369307514,0.49019607843137253,0.16883116883116883,0.49019607843137253,25,26,128,26,205,51,False
