dataset,year,cutoff_doy,cutoff_label,lead_days_to_Mar1,MA_O3_loss,MA_O3_min_DU,MA_O3_min_doy,low_o3_rank,Low25_min_label,predictor_set,model_family,pred_MA_O3_loss,pred_MA_O3_min_DU,pred_low25_probability,prob_rank_desc,prob_top25_alarm
BWCN,8,33,02-02,27,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,15.203021159468367,86.88566825318996,0.8780715636172951,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,10.526707036487567,93.29767294476447,0.6927849048108867,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,11.044069674969162,92.29525506205187,0.851287839581406,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,9.321190808714078,94.02783051745512,0.8112229925114635,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.34973020483238,95.14105695692567,0.5637579137868547,5.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,13.44616856808058,89.42926457841611,0.8381912862366864,2.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,14.127546466371601,89.68723512260266,0.8384987318352068,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.218965707180558,94.10729885676561,0.6251740682960665,2.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,14.78242890043791,89.01393065504342,0.8414555932244486,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,14.729286189238504,87.27611323315651,0.9029887870785053,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,12.263124381952242,92.42350049015855,0.7826389372941397,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,15.070546151941432,88.69083258746289,0.8463956845077242,1.0,True
BWCN,8,34,02-03,26,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,16.818452019299006,85.78263766998344,0.9211491419218345,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,10.673949203757536,93.16474708153227,0.6996867050699916,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,11.534098338239442,92.11771921162442,0.8685536249411113,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.094641658425587,92.69960817622096,0.7909115551513295,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.138429704605047,95.23578278237633,0.5622818967203443,5.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,12.956783774280439,89.93571699962526,0.8006516081012418,4.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,13.47981411762541,90.1390034161533,0.8259398826074279,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.299466850555008,93.88773177551022,0.6284917300994286,2.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,14.066490901645611,89.73768386623858,0.8331422214645302,2.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,13.77877966421145,90.09471841360151,0.87805973585786,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.962087075181744,92.50944417415329,0.7821588654538115,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,14.494776987570123,89.43122775402034,0.8499991225358648,1.0,True
BWCN,8,35,02-04,25,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,15.733175203938142,87.1571364803501,0.8976575516509688,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,10.814169285658492,93.03033007140708,0.7067732479438814,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,11.131349729942677,92.68111100201952,0.8383862767013628,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.988290614238872,93.67518178613338,0.7833182115380205,2.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.048110240563584,95.27890647456418,0.5632165350704047,5.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,13.305423327587642,89.66819393816198,0.7230721179378561,5.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,12.442498597179172,91.1481638187869,0.8345230160087208,2.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.386120193766699,93.75647837033887,0.6341021184541907,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,13.912054201474774,89.75805280205192,0.740689746195703,3.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,15.23752263336898,88.67026713929354,0.8511541197807061,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.770589368368704,92.49730268521377,0.7854978711458285,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,14.653627070607765,89.3791738310792,0.811323006890141,1.0,True
BWCN,8,36,02-05,24,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,16.223016901429276,87.09124265105535,0.855307641026625,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,10.91080740263463,92.92439589521219,0.7125459641910913,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,10.079507446613091,93.63117131159616,0.7827607186470625,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,9.40159059692944,93.69173489458618,0.6345688818159243,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,7.97840543618366,95.24881093477849,0.5639709679807192,4.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,12.39802153461583,90.56062185549243,0.6246169479824715,7.0,False
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,12.119385955352039,92.28320980318435,0.5808720548468302,5.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.414877994291745,93.66565331372536,0.6383342387192172,2.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,12.832534702056602,90.95444924149021,0.6845144491036932,4.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,14.65063493077703,88.97820969565909,0.7029063929098089,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.597883680604765,92.50797236209377,0.7877572402906885,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,13.744542066028842,90.0037857473919,0.8103723119487197,1.0,True
BWCN,8,37,02-06,23,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,14.22848101095876,88.89923161848077,0.7569170254122833,2.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,10.970715643994033,92.8491293166553,0.7170537251567615,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,10.64255178118113,93.23993577392748,0.8022405355192541,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,8.534210604883315,94.36777720582471,0.6840418427386802,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.040636817992391,95.29320838124539,0.5663808961499048,4.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,10.629329969980672,92.09083362877587,0.6839403775419326,6.0,False
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,8.724278107228898,94.30624502278137,0.5231577441027583,7.0,False
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.684361179327002,93.58103215283657,0.64305279295645,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,12.08983086613726,91.08226817443007,0.7114279178758112,5.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,12.124783761179474,90.17941454030523,0.6643624199373035,3.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.575863380457093,92.53717544949758,0.8385000704047818,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,13.18669669862829,90.41015949801971,0.8461562147030669,1.0,True
BWCN,8,38,02-07,22,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,13.033986510691435,90.54599888204717,0.772003176341334,2.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,11.024686080581404,92.78177427874309,0.7212206917284104,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,11.30460989654355,92.59282199236986,0.8332410173180893,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.246182321347918,92.72547139923302,0.7640902907181539,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,8.11479302489283,95.31788734610376,0.5727851983044198,4.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,9.361699915359354,93.13624611096219,0.6598048877941729,6.0,False
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,8.45491603537777,94.6737845142564,0.419428559890884,6.0,False
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,10.969854602528857,93.11303511971951,0.649751312565809,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,11.917288347589468,91.9062880894626,0.7265730325427724,4.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,11.975848370722483,91.56602852341967,0.5799579176362891,4.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,11.591616072673869,92.56723855455431,0.8422309483583627,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,13.182863131291805,90.20054787806208,0.8415678097404143,1.0,True
BWCN,8,39,02-08,21,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,13.00884224101631,90.72158399339018,0.7689266991488175,3.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,11.066814057378686,92.72239283385339,0.7254209525465318,1.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,11.48416119429819,91.99289554143341,0.8300921231388175,1.0,True
BWCN,8,40,02-09,20,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.444718471406663,93.06355489619558,0.7272963544839446,1.0,True
