case,member,status,ntime,nplev,old_mean,new_mean,bias_new_minus_old,rmse,max_abs_diff,corr,message
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.001.small-pertlim.cam.h3,ok,151,23,-0.007388706094288112,-0.00860285873817961,0.0001592039656458663,0.002836320652673039,0.04153579993722335,0.9818756890951295,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.002.small-pertlim.cam.h3,ok,151,23,-0.007524625378566433,-0.008685899292047904,4.5076901449037046e-05,0.002994929560428465,0.04444177110405073,0.9783151380385668,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.003.small-pertlim.cam.h3,ok,151,23,-0.007609087049212962,-0.008689147157214269,0.00012781213698508713,0.0030147391461629947,0.04299530190551583,0.9792898690827548,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.004.small-pertlim.cam.h3,ok,151,23,-0.007536994381892245,-0.008863415216268804,-3.0100866913413707e-06,0.0028752317031688042,0.03873676993518821,0.9813035139939184,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.005.small-pertlim.cam.h3,ok,151,23,-0.00764631576486143,-0.008754631167024778,8.45940801193901e-05,0.0028783361300770863,0.04277481441450304,0.9817624691214984,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.006.small-pertlim.cam.h3,ok,151,23,-0.007609705573556289,-0.008692725061651635,0.00017128611382899366,0.0030823915022082054,0.045255754040588625,0.9785881425085501,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.007.small-pertlim.cam.h3,ok,151,23,-0.007470164851024169,-0.008359082282203558,0.0001500375408992739,0.0031395884598962674,0.04777731232713037,0.9792118181542716,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.008.small-pertlim.cam.h3,ok,151,23,-0.007524179934168489,-0.008494910868917484,0.00014923482528806783,0.0029766944118082006,0.053588045170779176,0.9797279213660607,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.009.small-pertlim.cam.h3,ok,151,23,-0.007589272559329873,-0.008887798404323603,0.00012791440927495276,0.0029743165061762895,0.03909588025025314,0.9801780762432983,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.010.small-pertlim.cam.h3,ok,151,23,-0.007522773313281947,-0.008640609736654604,9.706421671385344e-05,0.002905428000949671,0.0417279280616683,0.9814732767286808,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.011.small-pertlim.cam.h3,ok,151,23,-0.007648631195819993,-0.00877647853107895,0.0001282048174092445,0.002890820733928679,0.044804599908140175,0.9821738261895055,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.012.small-pertlim.cam.h3,ok,151,23,-0.007595189444642966,-0.008818498323539054,0.00011768709765984931,0.002895284335995932,0.04206720215847247,0.9807458821499534,
0008-02_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0008-02.013.small-pertlim.cam.h3,ok,151,23,-0.0077173819260370315,-0.00882424086483625,0.00012943521347759312,0.0030018220568674395,0.042093085330054236,0.9814751278114625,
