dataset,year,cutoff_doy,cutoff_label,lead_days_to_Mar1,MA_O3_loss,MA_O3_min_DU,MA_O3_min_doy,low_o3_rank,Low25_min_label,predictor_set,model_family,pred_MA_O3_loss,pred_low25_probability,prob_rank_desc,prob_top25_alarm
BWCN,8,17,01-17,43,26.02682973001144,73.43604278564453,106,1.0,1,DYN,random_forest,8.172647051318423,0.7072177800588741,6.0,False
BWCN,8,17,01-17,43,26.02682973001144,73.43604278564453,106,1.0,1,O3_MEMORY,linear,7.338828619421695,0.5620732593074483,2.0,True
BWCN,8,17,01-17,43,26.02682973001144,73.43604278564453,106,1.0,1,O3_MEMORY,random_forest,10.19078564580058,0.8473109886172845,1.0,True
BWCN,8,17,01-17,43,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_O3,linear,9.420236955326654,0.6588920589088637,2.0,True
BWCN,8,17,01-17,43,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_O3,random_forest,10.979897969613596,0.7625660465781101,1.0,True
BWCN,8,18,01-18,42,26.02682973001144,73.43604278564453,106,1.0,1,DYN,linear,9.642700485954348,0.6498141388296171,2.0,True
BWCN,8,18,01-18,42,26.02682973001144,73.43604278564453,106,1.0,1,DYN,random_forest,9.068203213565427,0.718520339798839,5.0,True
BWCN,8,18,01-18,42,26.02682973001144,73.43604278564453,106,1.0,1,O3_MEMORY,linear,7.445060266933046,0.5711675676562091,2.0,True
BWCN,8,18,01-18,42,26.02682973001144,73.43604278564453,106,1.0,1,O3_MEMORY,random_forest,10.36653657339306,0.8617818997061303,1.0,True
BWCN,8,18,01-18,42,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_O3,linear,9.420374793884013,0.6649730828581955,2.0,True
