dataset,year,cutoff_doy,cutoff_label,lead_days_to_Mar1,short_window_start_abs,short_window_end_abs,long_window_start_abs,long_window_end_abs,O3_short_mean,O3_short_trend,NAM50_short_mean,NAM50_short_trend,EP2_100hPa_40_80N_long_mean,MA_O3_loss,MA_O3_min_DU,MA_O3_min_doy,low_o3_rank,Low25_min_label
BWCN,20,1,01-01,59,6909,6936,6847,6936,5.280979334723957,-0.03874994886502747,-0.6487176881967113,0.041288745880397625,-0.002591819772218987,-12.835798894076031,108.7208969116211,120,22.0,0
BWCN,21,1,01-01,59,7274,7301,7212,7301,5.056938731086261,-0.12820935903290318,0.8104720529794267,0.04492320507321455,-0.0022522778793223177,-0.4871370648624031,100.07074127197265,113,11.0,0
BWCN,22,1,01-01,59,7639,7666,7577,7666,2.8398610398718374,-0.016944617305488806,-0.19412585626159087,-0.045831016749390004,-0.0023173696551830377,6.733812502088159,91.68306732177734,120,6.0,0
BWCN,23,1,01-01,59,8004,8031,7942,8031,4.782300909343794,0.11752396367022368,0.20317689431228397,-0.04174983885400283,-0.002565449028964219,0.27405210509949457,100.33548431396484,114,12.0,0
BWCN,2,2,01-02,58,340,367,278,367,-1.2860236962307243,0.11249516436544123,1.7100283165240362,0.06851898891257303,-0.0018275117693924326,1.7373017619018132,97.39088745117188,98,9.0,0
BWCN,3,2,01-02,58,705,732,643,732,-2.061284894002068,-0.19736526515301797,1.123223336368141,0.06204020776275699,-0.0019687925645814563,11.077120497493517,88.2921371459961,120,4.0,1
BWCN,4,2,01-02,58,1070,1097,1008,1097,-3.464558667195427,0.08705886781369017,0.3809449496489753,-0.07807529183096583,-0.0023057708886167596,-1.406564004779796,99.58116302490234,118,10.0,0
BWCN,5,2,01-02,58,1435,1462,1373,1462,0.8641777742805777,-0.22326047918162945,-0.776747589617389,0.0784751701131896,-0.0022228658128763427,-7.391868064918436,102.55701293945313,120,15.0,0
BWCN,6,2,01-02,58,1800,1827,1738,1827,3.4038589636813863,0.1455889497437828,0.5194380466738406,-0.028372651007769246,-0.002506701406383334,-12.775030316375275,109.4763900756836,120,23.0,0
BWCN,7,2,01-02,58,2165,2192,2103,2192,7.377285128580939,0.16207249507322713,-0.9063841860358414,-0.10062333033633888,-0.003046452765762166,-10.188913212923685,102.39976501464844,120,14.0,0
BWCN,8,2,01-02,58,2530,2557,2468,2557,-8.82644302955243,0.06125332861101298,1.9112326941992166,0.07694797794252338,-0.00190283739100355,26.02682973001144,73.43604278564453,106,1.0,1
BWCN,9,2,01-02,58,2895,2922,2833,2922,0.024802632591821805,-0.027829568222401558,0.10293470727251212,-0.0039333022029363575,-0.002466554988583092,-8.84545393037694,106.20907440185547,120,19.0,0
BWCN,10,2,01-02,58,3260,3287,3198,3287,-4.990277465151623,-0.24889387594208254,0.018417754901292945,0.0842678973320333,-0.0019335200477845539,-10.245587607374892,105.58467712402344,120,18.0,0
BWCN,11,2,01-02,58,3625,3652,3563,3652,0.3943190597681604,0.033912584433773686,-0.15114492557324807,-0.02825727823320063,-0.002345808633669745,-6.232660261223507,107.15471649169922,120,20.0,0
BWCN,12,2,01-02,58,3990,4017,3928,4017,0.3542468638976243,0.5408369460735222,0.9337077807244408,-0.1058371052221586,-0.002366841286452706,-7.000462765465949,108.03871307373046,120,21.0,0
BWCN,13,2,01-02,58,4355,4382,4293,4382,-5.416518549659157,-0.0005313102098583476,1.6926658071725138,0.06618976966214478,-0.0019092216637242895,14.987227719253246,83.27454986572266,109,2.0,1
BWCN,14,2,01-02,58,4720,4747,4658,4747,-0.14745149382070824,-0.10102403212660419,0.44791381468478747,0.02825780259907181,-0.002234123957735492,8.500402582974749,89.38094482421874,95,5.0,1
BWCN,15,2,01-02,58,5085,5112,5023,5112,-2.2949997878880906,-0.0685074386319697,0.24203323354943526,-0.04898898331040143,-0.0021296920533432355,3.308877464506513,96.6460189819336,88,8.0,0
BWCN,16,2,01-02,58,5450,5477,5388,5477,3.696358178943662,-0.025124709416394886,1.187333634961913,0.01179856812470021,-0.002225858879400873,-5.014435888985098,100.64898681640625,120,13.0,0
BWCN,17,2,01-02,58,5815,5842,5753,5842,-4.196249973173384,-0.12783368859655792,0.5525333650392993,-0.006785104629445203,-0.0023185558039372717,5.278286043848214,93.28086853027344,84,7.0,0
BWCN,18,2,01-02,58,6180,6207,6118,6207,-1.4694222427220756,0.005856483670911212,2.157171894280689,0.023106449822168654,-0.0020657145613235547,-6.254686798508984,103.8860580444336,120,17.0,0
BWCN,19,2,01-02,58,6545,6572,6483,6572,-6.68772690406415,-0.12372100104457623,2.956712915241289,-0.011219180238006577,-0.0016017968999617815,13.566131392769194,85.98907928466797,89,3.0,1
BWCN,20,2,01-02,58,6910,6937,6848,6937,5.2614772955905655,-0.03513310909998741,-0.5922583726986089,0.04258606764761439,-0.0026283527168778488,-12.835798894076031,108.7208969116211,120,22.0,0
BWCN,21,2,01-02,58,7275,7302,7213,7302,5.011940726812662,-0.16389202116820456,0.8327687257742545,0.05425753419082358,-0.0022376752708129608,-0.4871370648624031,100.07074127197265,113,11.0,0
BWCN,22,2,01-02,58,7640,7667,7578,7667,2.8379382701476246,-0.02447089327259262,-0.2547774919740354,-0.04361269072880968,-0.0023502289260012594,6.733812502088159,91.68306732177734,120,6.0,0
BWCN,23,2,01-02,58,8005,8032,7943,8032,4.777633246954264,0.11299787089210706,0.2174863158140433,-0.04171345355731115,-0.0025866031850004267,0.27405210509949457,100.33548431396484,114,12.0,0
BWCN,2,3,01-03,57,341,368,279,368,-1.1937539812118299,0.10635433436430483,1.7767334065981413,0.06975271535988731,-0.0018396118914904577,1.7373017619018132,97.39088745117188,98,9.0,0
