case,member,status,ntime,nplev,old_mean,new_mean,bias_new_minus_old,rmse,max_abs_diff,corr,message
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.001.cam.h3,ok,154,23,-0.005038238894287668,-0.005250401219708804,0.0002237808022314543,0.002486024892280478,0.03675767404498138,0.9701751615773834,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.002.cam.h3,ok,154,23,-0.00472935387598344,-0.004910497427179335,0.00022603270778500433,0.0025771044735775172,0.035074195306313685,0.9660135785032975,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.003.cam.h3,ok,154,23,-0.004845046866767035,-0.005116401254558257,0.00014384747888086745,0.0022176291751182494,0.03442395965098194,0.9745799297494309,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.004.cam.h3,ok,154,23,-0.0048277681399733485,-0.005084402337951047,0.0001880065266295567,0.002712147596552235,0.04774808898958171,0.9629421847937909,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.005.cam.h3,ok,154,23,-0.004910799706944618,-0.005224483382173374,0.00012838375585312166,0.002473533806011179,0.03410944841923259,0.9696865391484873,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.006.cam.h3,ok,154,23,-0.004691809175716095,-0.004893832690575272,0.00020170888177643763,0.002484863082575945,0.04686014723585647,0.9686219734436892,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.007.cam.h3,ok,154,23,-0.004779709149492474,-0.005110540874025499,0.00010368080849565142,0.0023833141542172836,0.03614826417469963,0.9696042828096086,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.008.cam.h3,ok,154,23,-0.0047148584068427545,-0.004855810519922503,0.00023365534913110224,0.0025200189877060955,0.03237755837513846,0.9671565807163018,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.009.cam.h3,ok,154,23,-0.004926097368354879,-0.005179030131013296,0.00016984127466088806,0.002462000717467074,0.035521340946228545,0.9698786893915456,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.010.cam.h3,ok,154,23,-0.004960448879158613,-0.005213911443223563,0.00015430401296818546,0.002424037558889434,0.03490766437514474,0.9702628738130289,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.011.cam.h3,ok,154,23,-0.00494673598976578,-0.00517215993088097,0.00017264481134429265,0.0025720255813993995,0.0331791155028461,0.9674594727300735,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.012.cam.h3,ok,154,23,-0.004737204279772638,-0.0050781810485847675,0.00012106374495158039,0.0022669385201311795,0.03635949829079119,0.9727456603742974,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.013.cam.h3,ok,154,23,-0.004688719974705375,-0.004864352296434845,0.00021004753317167583,0.002583079315086305,0.0379650478222217,0.9684255943937906,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.014.cam.h3,ok,154,23,-0.004693773123252242,-0.004972301744409469,0.00015158136741907425,0.002400941799050266,0.04027025480846742,0.9707855569732893,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.015.cam.h3,ok,154,23,-0.004564759100598571,-0.004782387941622078,0.00017723998092887924,0.0024053535579612708,0.034581599104777996,0.968609315813088,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.016.cam.h3,ok,154,23,-0.004713656257089425,-0.0048860848318924965,0.00019843294954513017,0.002435600140050652,0.03579623260101813,0.968533232161348,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.017.cam.h3,ok,154,23,-0.004954953055558928,-0.00520148606288856,0.0001686146186986067,0.002324480201860674,0.03926641730411872,0.9732018575845244,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.018.cam.h3,ok,154,23,-0.00477289062380956,-0.00511566345502046,2.3601535318451815e-05,0.0023006701181091317,0.038249045212704155,0.9718660505835006,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.019.cam.h3,ok,154,23,-0.004760270212372877,-0.005002260804797935,0.00016587810559907392,0.0024023530995634073,0.03778587264145723,0.9711904533816936,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.020.cam.h3,ok,154,23,-0.004746611579381317,-0.005080314444244497,7.510689036780308e-05,0.00235387852932978,0.03469628213370582,0.9727626665473486,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.021.cam.h3,ok,154,23,-0.004750398561074902,-0.004978993063638449,0.00017395636848970063,0.0024740394215530493,0.04226259742053366,0.9696182984650038,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.022.cam.h3,ok,154,23,-0.004620868655349163,-0.004898038627720253,0.00016060569247848712,0.002441385002820762,0.03931716941032054,0.9697051226402313,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.023.cam.h3,ok,154,23,-0.004875638511360504,-0.005153898682200184,0.00018057375988524016,0.002283534132297198,0.037912043019933506,0.9738845817124742,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.024.cam.h3,ok,154,23,-0.004685148141107896,-0.0049052537308903335,0.00017780338359431203,0.002534493730170938,0.03558190035868211,0.967707338829673,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.025.cam.h3,ok,154,23,-0.0047355323966928545,-0.005042205143983966,0.00011138686810025738,0.00221918288667649,0.03694665859459141,0.9752251165481797,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.026.cam.h3,ok,154,23,-0.0048623575023003214,-0.005042287841677812,0.00017871598062570282,0.0025169149707098193,0.039846038731793605,0.9684150451480125,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.027.cam.h3,ok,154,23,-0.00493433722107224,-0.005160781445776747,0.00019443575746303345,0.0025921240093738063,0.04168089223867242,0.9675510449252808,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.028.cam.h3,ok,154,23,-0.004598259865371202,-0.004781137603899601,0.00017469047385125435,0.002267229936559552,0.03779536531160819,0.9722192589355204,
0008-04_v2,BWCN.e122.f19_g16.002.0008-04.029.cam.h3,ok,154,23,-0.004741690061259214,-0.005025031419491864,0.00014707238662193723,0.0023995249333072823,0.042514163297474476,0.9697616776810529,
