case,member,status,ntime,nplev,old_mean,new_mean,bias_new_minus_old,rmse,max_abs_diff,corr,message
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.001.small-pertlim.cam.h3,ok,154,23,-0.005856091531843355,-0.006481707896983963,0.00013672170456104833,0.002809835053562366,0.045969372112164536,0.9768214059424626,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.002.small-pertlim.cam.h3,ok,154,23,-0.00617676692430129,-0.006931426388772524,6.0218957822965824e-05,0.002877853492317817,0.046466102505087606,0.9742171536635846,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.003.small-pertlim.cam.h3,ok,154,23,-0.006168068041954116,-0.006780238741856193,0.00014073778403421618,0.0027759677801740593,0.0447047931178438,0.9773786233725337,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.004.small-pertlim.cam.h3,ok,154,23,-0.005753967250456305,-0.006328924664470106,0.00017677133784559944,0.002943503878173395,0.04615158772830808,0.9735102404785114,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.005.small-pertlim.cam.h3,ok,154,23,-0.005752361727722924,-0.006326984949142032,0.00021213510779914652,0.002872756699894687,0.04659898785119648,0.9741535170576391,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.006.small-pertlim.cam.h3,ok,154,23,-0.005721909555997895,-0.0062940092110290256,0.0001493141418168975,0.0027149790419272856,0.04358017597413873,0.9756677570209747,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.007.small-pertlim.cam.h3,ok,154,23,-0.005814149472387831,-0.00639402720644771,0.000172204057000791,0.0028227478096257744,0.0456268230514351,0.9754822514912752,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.008.small-pertlim.cam.h3,ok,154,23,-0.005792682026078187,-0.00639115348555303,0.00018595003481900046,0.0029436648479150554,0.04604412362837272,0.9743883093934337,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.009.small-pertlim.cam.h3,ok,154,23,-0.006122536687510622,-0.006648472500165659,0.00019317665217259277,0.0030639658102817407,0.04619476091817775,0.9750003302928382,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.010.small-pertlim.cam.h3,ok,154,23,-0.005739917108652911,-0.00625567023566876,0.0001770344035543638,0.0028748973989210776,0.046461393961892875,0.9750867535329258,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.011.small-pertlim.cam.h3,ok,154,23,-0.00605577983107749,-0.006499373197174944,0.000209042075327412,0.003169816308645027,0.04676798677620983,0.9726084173271679,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.012.small-pertlim.cam.h3,ok,154,23,-0.005724159102383235,-0.006206390657030177,0.0001517886944863033,0.0027462705184998887,0.04559267098082996,0.9760023119971085,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.013.small-pertlim.cam.h3,ok,154,23,-0.005838054473444783,-0.006368323700453512,0.00023648806439115252,0.0032840779081719316,0.046869230431139206,0.9692267041051053,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.014.small-pertlim.cam.h3,ok,154,23,-0.00594768515647579,-0.006493763386307075,0.0001484163224514201,0.0028211646931026757,0.04500275813036718,0.9765700488060448,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.015.small-pertlim.cam.h3,ok,154,23,-0.005940303069948478,-0.006492601350423594,0.0002107200327601166,0.002872798194469325,0.04623950193008365,0.9764288085513368,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.016.small-pertlim.cam.h3,ok,154,23,-0.006035310820948829,-0.006657517029150958,0.00011885595494590241,0.002822187487729547,0.045809727652523474,0.9765832044561139,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.017.small-pertlim.cam.h3,ok,154,23,-0.005962170763710062,-0.006505957242719504,0.00013446881918169053,0.002932987144468926,0.0461904400903052,0.973955170605687,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.018.small-pertlim.cam.h3,ok,154,23,-0.005808031933463852,-0.006390866050261171,0.00013978583563415483,0.0027438411530334716,0.04563813167676627,0.9757601291326374,
0013-03_NOCOUPL,BWCN.NOCOUPL.e122.f19_g16.002.0013-03.019.small-pertlim.cam.h3,ok,154,23,-0.00592572084890363,-0.006466426416204815,0.0001876003900408019,0.0029742527720487805,0.046518010873814304,0.9735565923306875,
