case,member,status,ntime,nplev,old_mean,new_mean,bias_new_minus_old,rmse,max_abs_diff,corr,message
0008-01,BWCN.e122.f19_g16.002.0008-01.001.cam.h3,ok,152,23,-0.00889667975615274,-0.011624162695880081,4.5930157799141906e-05,0.0032801400727452213,0.04001033981326693,0.9781998515157645,
0008-01,BWCN.e122.f19_g16.002.0008-01.002.cam.h3,ok,152,23,-0.009064359076290678,-0.011526756734752818,-3.6326458967027975e-05,0.00300280522240171,0.03537488980985437,0.9822316510908313,
0008-01,BWCN.e122.f19_g16.002.0008-01.003.cam.h3,ok,152,23,-0.00922966192807484,-0.01110875536403477,9.901640804920733e-05,0.003365652143640253,0.04021808265966953,0.9802799007669942,
0008-01,BWCN.e122.f19_g16.002.0008-01.004.cam.h3,ok,152,23,-0.009110130765547977,-0.01103356786150368,3.964538009309194e-05,0.0031528204274822694,0.04719865691494242,0.9820461440336743,
0008-01,BWCN.e122.f19_g16.002.0008-01.005.cam.h3,ok,152,23,-0.009365227156829357,-0.011678141422789088,0.00014760288954699782,0.003649806283545734,0.04125664491606068,0.9776275528640341,
0008-01,BWCN.e122.f19_g16.002.0008-01.006.cam.h3,ok,152,23,-0.009031805370861505,-0.011357543768562458,1.5451790410188782e-05,0.003117111156762626,0.037428901654778496,0.981654075053009,
0008-01,BWCN.e122.f19_g16.002.0008-01.007.cam.h3,ok,152,23,-0.009424715872976315,-0.012163604520181294,5.923525134363444e-06,0.0031442007249101985,0.04120401486274189,0.9824480912568899,
0008-01,BWCN.e122.f19_g16.002.0008-01.008.cam.h3,ok,152,23,-0.009256871261644185,-0.011710086322962185,2.4559819615886557e-05,0.0031448726507379934,0.03837799744945529,0.9818394688930557,
0008-01,BWCN.e122.f19_g16.002.0008-01.009.cam.h3,ok,152,23,-0.00904043585536347,-0.010971965766429528,0.0001526663257157381,0.0031176795102354896,0.040071837419882274,0.981120981362213,
0008-01,BWCN.e122.f19_g16.002.0008-01.010.cam.h3,ok,152,23,-0.009456832818239023,-0.012240277433327762,-5.932396090145199e-06,0.003153159177449143,0.03805837021815439,0.9817187783789056,
0008-01,BWCN.e122.f19_g16.002.0008-01.011.cam.h3,ok,152,23,-0.008939340098852867,-0.011264920290690345,0.00010442560326898714,0.003208794806102804,0.040191332813070565,0.9799478428987072,
0008-01,BWCN.e122.f19_g16.002.0008-01.012.cam.h3,ok,152,23,-0.00951592769429917,-0.01162973202795714,0.00011320793248207286,0.0031339601580951454,0.04150880723897221,0.983063019311818,
